enota,okraj,id,naslov
VE 6000 - NOVO MESTO,VO 6002 - NOVO MESTO 1,39,"GD Dol. Maharovec, D.Maharovec 19,8310 Šentjernej"
VE 6000 - NOVO MESTO,VO 6002 - NOVO MESTO 1,53,"GD Šmihel pri Žužemberku, Šm. pri  Žužemberku 38"
VE 6000 - NOVO MESTO,VO 6002 - NOVO MESTO 1,58,"GD Žvirče, Žvirče bš, 8362 Hinje"
VE 6000 - NOVO MESTO,VO 6002 - NOVO MESTO 1,59,"OŠ Žužemberk, Podr. šola Dvor, 23d, 8361 Dvor"
VE 6000 - NOVO MESTO,VO 6003 - NOVO MESTO 2,28,"Matjaževa domačija, Paha 3, 8222 Otočec "
VE 6000 - NOVO MESTO,VO 6004 - TREBNJE,6,"OŠ Dol.Nemška vas II.,Dol.Nem.vas 21, 8210Trebnje"
VE 6000 - NOVO MESTO,VO 6004 - TREBNJE,16,"KUČIČ DANIJEL, Gor. Laknice 15a, 8230 MOKRONOG"
VE 6000 - NOVO MESTO,VO 6004 - TREBNJE,18,"GD Mokronog, Florijanska c. 33, 8230 Mokronog"
VE 6000 - NOVO MESTO,VO 6004 - TREBNJE,20,"GD Račje selo, Račjo selo 20, 8210 Trebnje"
VE 6000 - NOVO MESTO,VO 6004 - TREBNJE,21,"GD Sela Šumberk, Sela pri Šum. 32, 8360 Žužemberk"
VE 6000 - NOVO MESTO,VO 6004 - TREBNJE,24,"KD Šentlovrenc, Šentlovrenc 15a, 8212 Velika Loka"
VE 6000 - NOVO MESTO,VO 6004 - TREBNJE,25,"GD Dol. Jesenice, Dol.Jesenice 17,8232 Šentrupert"
VE 6000 - NOVO MESTO,VO 6004 - TREBNJE,40,"Bregar Janez, Stehanja vas 14, 8213 Velik Gaber"
VE 6000 - NOVO MESTO,VO 6004 - TREBNJE,42,"KS Veliki Gaber, Veliki Gaber 90,8213Veliki Gaber"
VE 6000 - NOVO MESTO,VO 6005 - BREŽICE,1,"Občina Brežice, CPB 18, 8250 Brežice"
VE 6000 - NOVO MESTO,VO 6005 - BREŽICE,9,"Nogometni stadion, C.b.Milavcev 18, 8250  Brežice"
VE 6000 - NOVO MESTO,VO 6005 - BREŽICE,10,"(I)GD Šentlenart, C.b. Milavcev 105, 8250 Brežice"
VE 6000 - NOVO MESTO,VO 6005 - BREŽICE,11,"(II)GD Šentlenart, C.b.Milavcev 105, 8250 Brežice"
VE 6000 - NOVO MESTO,VO 6005 - BREŽICE,18,"Večnamenski d. Pišece, Pišece 27a, 8255 Pišece"
VE 6000 - NOVO MESTO,VO 6005 - BREŽICE,21,"GD Mali Obrež, Mali Obrež 16a, 8257 Dobova"
VE 6000 - NOVO MESTO,VO 6005 - BREŽICE,22,"GD Veliki Obrež, Veliki Obrež 13, 8257 Dobova"
VE 6000 - NOVO MESTO,VO 6005 - BREŽICE,26,"KS Dobova, Ul. b. Gerjovičev 48, 8257 Dobova"
VE 6000 - NOVO MESTO,VO 6005 - BREŽICE,30,"GD Rakovec, Rakovec 15, 8258 Kapele"
VE 6000 - NOVO MESTO,VO 6005 - BREŽICE,31,"GD Župelevec, Župelevec 53a, 8258 Kapele"
VE 6000 - NOVO MESTO,VO 6005 - BREŽICE,32,"OŠ Bizeljsko, Bizeljska c. 78, 8259 Bizeljsko"
VE 6000 - NOVO MESTO,VO 6005 - BREŽICE,33,"GD Orešje, Orešje na Biz. 59, 8259 Bizeljsko"
VE 6000 - NOVO MESTO,VO 6005 - BREŽICE,35,"GD Cerklje, Cerklje ob K. 56, 8263 Cerklje ob K."
VE 6000 - NOVO MESTO,VO 6005 - BREŽICE,36,"OŠ Cerklje, Cerklje ob K. 3, 8263 Cerklje ob K."
VE 6000 - NOVO MESTO,VO 6005 - BREŽICE,37,"Nek. OŠ Bušeča v., Bušeča v.38,8263 Cerklje ob K."
VE 6000 - NOVO MESTO,VO 6005 - BREŽICE,38,"GD D.Pirošica, D.Pirošica 4a, 8263 Cerklje ob K."
VE 6000 - NOVO MESTO,VO 6005 - BREŽICE,42,"GD Skopice, G. Skopice 1, 8262 Krška vas"
VE 6000 - NOVO MESTO,VO 6005 - BREŽICE,43,"DK V. Malence, V. Malence 18a, 8262 Krška vas"
VE 6000 - NOVO MESTO,VO 6005 - BREŽICE,44,"Nek. OŠ Mrzlava vas, Mrzlava v. 21a,8262 Krška v."
VE 6000 - NOVO MESTO,VO 6005 - BREŽICE,45,"KS V. Dolina, V. Dolina 9, 8261 Jesenice na Dol."
VE 6000 - NOVO MESTO,VO 6005 - BREŽICE,46,"Prosvetni dom, V. Dolina 34, 8261 Jesenice na Dol."
VE 6000 - NOVO MESTO,VO 6005 - BREŽICE,47,"KS Jesenice, Jesenice 11a, 8261 Jesenice na Dol."
VE 6000 - NOVO MESTO,VO 6005 - BREŽICE,48,"GD Obrežje, Obrežje 32, 8261 Jesenice na Dol."
VE 6000 - NOVO MESTO,VO 6006 - KRŠKO,45,"GD Velika vas, Gorenja vas pri Leskovcu 30"
VE 6000 - NOVO MESTO,VO 6007 - SEVNICA,15,"GD Breg, Šentjur na Polju 18 A"
VE 6000 - NOVO MESTO,VO 6007 - SEVNICA,36,"GD Zabukovje nad Sevnico, Zabukovje nad S. 16 D"
VE 6000 - NOVO MESTO,VO 6007 - SEVNICA,38,"Podgorje - Janez Podlesnik, Podgorje ob S. 17 B"
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,7,"Zvonka Dečman, Lahomšek 4"
VE 6000 - NOVO MESTO,VO 6009 - LITIJA,8,"ZD Litija, Partizanska p. 8a"
VE 6000 - NOVO MESTO,VO 6009 - LITIJA,17,"DK Konjšica, Konjšica - del 14"
VE 6000 - NOVO MESTO,VO 6009 - LITIJA,22,"GD Štangarske Poljane, Štang. Poljane 1a"
VE 6000 - NOVO MESTO,VO 6009 - LITIJA,30,"DK Gradišče, Gradišče-K. o. Št. Lovrenc 10"
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,2,"DRUŠTVO UPOKOJENCEV HRASTNIK, N.A. Kaple 6a"
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,9,"OŠ NH RAJKA HRASTNIK, PODRUŽNICA DOL PRI HRASTNIK"
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,10,"OŠ NH RAJKA HRASTNIK, PODRUŽNICA DOL PRI HRASTNIKU"
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,22,"Delavski Dom Trbovlje, Trg svobode 11a, avla doma"
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,25,"Dom upokojencev Franc Salamon, Kol.1.maja 21"
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,32,"ŠD Rudar, Rudarska cesta 6, vhod spodaj"
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,34,"Osnovna šola Trbovlje, Mestni trg 6, telovadnica"
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,21,"hiša Sotenšek Doroteje, Jesenovo 31, Čemšenik"
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,35,"PGD Padež, Padež 1, Podkum"
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,36,"Športno društvo Šklendrovec, ID 1889-1019, Podkum"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,1,"KD B.ob Sotli, B. ob Sotli 9, 3256 B. ob Sotli"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,2,"GD Buče, Vr. Gorca 4a, 3255 Buče"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,5,"DK Osredek, Osr./Podsredi 19a, 3257 Podsreda"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,10,"DKG Polje ob Sotli,  Polje ob Sotli 4, 3255 Buče"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,11,"TPOŠ Pristava, Pr./Mestinju 27, 3253 Pr./Mestinju"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,15,"Rusl Jožef, Brestovec 1, 3250 Rog. Slatina"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,16,"Debelak Marija, Topole 26, 3250 Rog. Slatina"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,17,"Kovačič Marija, Kamence 24, 3250 Rog. Slatina"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,18,"GD, Prvomajska ul.15a, 3250 Rog. Slatina "
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,19,"II.OŠ Rog. Sl., Ul. Kozj. odr. 4,3250 Rog.Slatina"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,20,"Golub Zvonimir, Sp. Negonje 18, 3250 Rog. Slatina"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,21,"I.OŠ Rog. Sl., Kidričeva ul. 24,3250 Rog. Slatina"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,22,"Servis Žgajner, Sp. Sečovo 14, 3250 Rog. Slatina"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,23,"Vrtni center, Cer. p. Bočem 22a,3250 Rog. Slatina"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,24,"GD PGD Steklarna, Ul. talcev 1, 3250 Rog. Slatina"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,25,"KC Rog. Slatina, Celjska c. 3a, 3250 Rog. Slatina"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,26,"OŠ Sv. Florijan, Sv Florijan 60,3250 Rog. Slatina"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,27,"POŠ Dobovec, Dob./Rogatcu 35c, 3252 Rogatec"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,30,"Marjan Petauer, Dol/Pristavi 2b,3253 Pr./Mestinju"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,31,"GKD Kristan vrh, Kristan Vrh 53a, 3241 Podplat"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,34,"DKG Sl. Gora, Sl. Gora 3c, 3240 Šm./Jelšah"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,35,"GD Sv. Štefan, Sv. Štefan 51, 3264 Sv. Štefan"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,39,"KD Šm./Jelšah, Aškerčev trg 20, 3240 Šm./Jelšah"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,40,"VD na Tinskem pri igrišču, bš, 3223 Loka/Žusmu"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,41,"GD Zibika, Zibika 4a, 3253 Prist/Mestinju"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,42,"GD Šm./Jelšah, Obrtniška ul. 4, 3240 Šm./Jelšah"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,43,"Anderlič Bojan, Dragomilo 11, 3240 Šm./Jelšah"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,44,"Martin Stoklas, Dvor 14, 3240 Šm./Jelšah"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,45,"Fajs Damjan, Senovica 39, 3240 Šm./Jelšah"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,46,"Lorger Sabina, Vrh 16, 3240 Šm./Jelšah"
VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,47,"Orač Martin bivša trg., Ješovec 7, 3240 Šm./Jelšah"
VE 7000 - MARIBOR,VO 7002 - SLOVENSKA BISTRICA,4,"Tirgot, KS Impol, Levstikova ul. 2"
VE 7000 - MARIBOR,VO 7002 - SLOVENSKA BISTRICA,9,"Srednja šola, Ul. Dr. Jožeta Pučnika 21"
VE 7000 - MARIBOR,VO 7002 - SLOVENSKA BISTRICA,24,"Avguštin Zdenka, Tinjska Gora 10"
VE 7000 - MARIBOR,VO 7002 - SLOVENSKA BISTRICA,45,"Prostori društva za šport Žabljek, Žabljek b.š."
VE 7000 - MARIBOR,VO 7002 - SLOVENSKA BISTRICA,57,"Vrabič Gabrijel, Varoš 34"
VE 7000 - MARIBOR,VO 7002 - SLOVENSKA BISTRICA,61,"Skledar Štefka, Štatenberg 66a"
VE 7000 - MARIBOR,VO 7002 - SLOVENSKA BISTRICA,62,"Športna dvorana Milenij, Ul. Poh. bataljona 19"
VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,1,"Dom krajanov Bezina, Strtenik 12a, Slov. Konjice"
VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,2,"Dom krajanov v Gaju, Vešenik 7c, Slov. Konjice"
VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,4,"Pisarna KS Konjiška vas, K. vas 6a, Slov. Konjice"
VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,8,"GOSTIŠČE ULIPI, ZEČE 35, SLOV. KONJICE"
VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,9,"Dom krajanov Draža vas, D. vas 38a, Loče"
VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,11,"Dom krajanov Jernej, Sv. Jernej 19, Loče"
VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,13,"Dom krajanov Zbelovo, Zbelovo 30a, Loče"
VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,14,"Dom krajanov, Sp. Grušovje 30, Slov. Konjice"
VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,15,"Dom krajanov Tepanje, Tepanje 23, Slov. Konjice"
VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,16,"DVORANA KONJIČANKA, STARI TRG 41, SLOV. KONJICE"
VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,17,"OŠ Pod goro, Šolska ul. 3, Slov. Konjice"
VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,18,"Kulturni dom, Mestni trg 4, Slov. Konjice"
VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,27,"Občina Vitanje, Grajski trg 1, Vitanje"
VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,32,"Center Noordung, Na vasi 18, Vitanje"
VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,33,"Zeleni apartma, Loška gora pri Zrečah 39, Zreče"
VE 7000 - MARIBOR,VO 7004 - RUŠE,22,"DLO Duh, Sv. Duh na Ostr. vrhu 47"
VE 7000 - MARIBOR,VO 7005 - MARIBOR 1,3,"Vrtec Borisa Pečeta, enota Bresternica, Na Gaj 4"
VE 7000 - MARIBOR,VO 7005 - MARIBOR 1,8,"Vrtec Studenci, enota Pekre, Bezjakova ul. 2"
VE 7000 - MARIBOR,VO 7005 - MARIBOR 1,9,"Vrtec Studenci, enota Pekre, Bezjakova ul. 2"
VE 7000 - MARIBOR,VO 7005 - MARIBOR 1,22,"Vaški dom Loka, Loka pri Framu 13"
VE 7000 - MARIBOR,VO 7007 - MARIBOR 3,2,"Občina Duplek, Trg slovenske osamosvojitve 1"
VE 7000 - MARIBOR,VO 7009 - MARIBOR 5,13,"OŠ borcev za severno mejo, Borcev za sev.mejo 16"
VE 7000 - MARIBOR,VO 7010 - MARIBOR 6,9,"OŠ Tabor I, Ul. A. Tovornika 21"
VE 7000 - MARIBOR,VO 7010 - MARIBOR 6,10,"ZD Nova vas, C. prol. brigad 71"
VE 7000 - MARIBOR,VO 7010 - MARIBOR 6,14,"OŠ Tabor I, Ul. A. Tovornika 21"
VE 7000 - MARIBOR,VO 7011 - MARIBOR 7,13,"OŠ borcev za sev. mejo, Borcev za sev. mejo 16"
VE 8000 - PTUJ,VO 8001 - LENDAVA,4,"Črenšovci I,Kulturna dvorana, Ul. Prekm. čete 23"
VE 8000 - PTUJ,VO 8001 - LENDAVA,12,"Gasilski dom, Pince, Lendavska cesta 45"
VE 8000 - PTUJ,VO 8001 - LENDAVA,13,"Dolina - stara šola, Dolina, Glavna ul. 5"
VE 8000 - PTUJ,VO 8001 - LENDAVA,15,"Petišovci I, gasilski dom, Rudarska ul. 24"
VE 8000 - PTUJ,VO 8001 - LENDAVA,16,"Petišovci II, gasilski dom, Rudarska ul. 24"
VE 8000 - PTUJ,VO 8001 - LENDAVA,17,"Večnam. objekt, Lendavske Gorice 222 (vaški dom)"
VE 8000 - PTUJ,VO 8001 - LENDAVA,18,"Večnam. objekt, Lendavske Gorice 222 (vaški dom)"
VE 8000 - PTUJ,VO 8001 - LENDAVA,24,"Mostje - NK Mostje, Mostje brez hš."
VE 8000 - PTUJ,VO 8001 - LENDAVA,25,"DOŠ, Genterovci, Šolska ul.2"
VE 8000 - PTUJ,VO 8001 - LENDAVA,31,"Stara šola Gornji Lakoš, G.Lakoš,Glavna ul.61"
VE 8000 - PTUJ,VO 8001 - LENDAVA,32,"Vaški dom, Dolnji Lakoš, Gasilska ul. 1"
VE 8000 - PTUJ,VO 8001 - LENDAVA,34,"Stara šola Kapca, Kapca, Glavna ul.6"
VE 8000 - PTUJ,VO 8001 - LENDAVA,35,"Vaški dom Kot, Kot, Mlinska ulica 21"
VE 8000 - PTUJ,VO 8001 - LENDAVA,37,"Odranci I, Vaški dom Odranci, Panonska ul.33"
VE 8000 - PTUJ,VO 8001 - LENDAVA,38,"Odranci II, Vaški dom Odranci, Panonska ul.33"
VE 8000 - PTUJ,VO 8001 - LENDAVA,39,"Odranci III, Vaški dom Odranci, Panonska ul.33"
VE 8000 - PTUJ,VO 8001 - LENDAVA,43,"Turnišče I, Občina Turnišče, Ul. Št. Kovača 73"
VE 8000 - PTUJ,VO 8001 - LENDAVA,44,"Dobrovnik II, DOŠ Dobrovnik,Dobrovnik 266j"
VE 8000 - PTUJ,VO 8001 - LENDAVA,45,"Benica, zadružni dom, Pince Marof 30"
VE 8000 - PTUJ,VO 8001 - LENDAVA,46,"Črenšovci II,Kulturna dvorana, Ul. Prekm. čete 23"
VE 8000 - PTUJ,VO 8003 - LJUTOMER,20,"MORAVCI V SL. GOR.-BIOTERME, Moravci v Sl. gor.34b"
VE 8000 - PTUJ,VO 8004 - MURSKA SOBOTA 1,8,"Vaško-kulturni dom Topolovci, Topolovci b.š."
VE 8000 - PTUJ,VO 8004 - MURSKA SOBOTA 1,17,"Vaško-gasilski dom Gederovci, Gederovci b.š."
VE 8000 - PTUJ,VO 8004 - MURSKA SOBOTA 1,19,"Vaško-gasilski dom Mur.Petrovci, Mur. Petrovci 24"
VE 8000 - PTUJ,VO 8004 - MURSKA SOBOTA 1,20,"Vaško-gasilski dom Sodišinci, Sodišinci b.š."
VE 8000 - PTUJ,VO 8004 - MURSKA SOBOTA 1,22,"Športni center Košarovci, Košarovci b.š."
VE 8000 - PTUJ,VO 8004 - MURSKA SOBOTA 1,45,"Vaško-gasilski dom Dol.Slaveči, Dol. Slaveči 50"
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,1,"Beltinci I, KD Beltinci, Ul. Štefana Kovača 1a"
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,2,"Beltinci II, KD Beltinci., Ul. Štefana Kovača 1a"
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,14,"Moravske Toplice I, Gasilski dom, Dolga ul. 63"
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,15,"Moravske Toplice II, Gasilski dom, Dolga ul. 223"
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,27,"Vaški dom Rakičan, Rakičan, Zvezna ul. 4"
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,28,"MČ CENTER I, PIŠK M.Sobota, Zvezna ulica 10"
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,29,"MČ CENTER II, PIŠK M.Sobota, Zvezna ulica 10"
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,30,"MČ CENTER III, LU M.Sobota, Slomškova ulica 33"
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,31,"MČ CENTER IV, LU M.Sobota, Slomškova ulica 33"
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,34,"MČ PARK I, OŠ I M.Sobota, Ul. Štefana Kovača 32"
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,35,"MČ PARK II, OŠ I M.Sobota, Ul. Štefana Kovača 32"
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,37,"MČ PARTIZAN II, OŠ III,M.Sobota,Trstenjakova u.73"
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,38,"MČ TUROPOLJE I, OŠ II, M.Sobota,Cankarjeva ul. 91"
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,39,"MČ TUROPOLJE II, OŠ II M.Sobota,Cankarjeva ul. 91"
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,10,"Osnovna šola G. RADGONA, Prežihova ul. 1 - VHOD1"
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,11,"Osnovna šola G. RADGONA, Prežihova ul. 1 - VHOD3"
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,25,"Sv. JURIJ OB ŠČ., Bratka Krefta 14 - Stara občina"
VE 8000 - PTUJ,VO 8007 - LENART,13,"Avla Občine Lenart, Trg osvobod. 7"
VE 8000 - PTUJ,VO 8007 - LENART,14,"Center Slovenskih goric, Trg osvobod. 9"
VE 8000 - PTUJ,VO 8010 - PTUJ 2,1,"Magistrat, Spr. pisarna, Mestni trg 1"
VE 8000 - PTUJ,VO 8010 - PTUJ 2,2,"OŠ Olge Meglič, Telovadnica, Prešernova ul. 29"
VE 8000 - PTUJ,VO 8010 - PTUJ 2,3,"Vrtec Ptuj, Enota Mačice, Potrčeva c. 9a"
VE 8000 - PTUJ,VO 8010 - PTUJ 2,4,"Vrtec Ptuj, Enota Mačice, Potrčeva c. 9a"
VE 8000 - PTUJ,VO 8010 - PTUJ 2,11,"Vrtec Ptuj, Enota Mačice, Potrčeva c. 9a"
VE 8000 - PTUJ,VO 8011 - PTUJ 3,21,"Dvorana Lovrenc na Dr. p., Lovrenc na Dr. p. 8"
VE 8000 - PTUJ,VO 8011 - PTUJ 3,37,"GD Medvedce, Medvedce 19a"
