Unnamed: 0,enota,okraj,id,naslov
7527,VE 6000 - NOVO MESTO,VO 6005 - BREŽICE,48,"GD Obrežje, Obrežje 32, 8261 Jesenice na Dol."
7663,VE 6000 - NOVO MESTO,VO 6006 - KRŠKO,45,"GD Velika vas, Gorenja vas pri Leskovcu 30"
7787,VE 6000 - NOVO MESTO,VO 6007 - SEVNICA,15,"GD Breg, Šentjur na Polju 18 A"
7808,VE 6000 - NOVO MESTO,VO 6007 - SEVNICA,36,"GD Zabukovje nad Sevnico, Zabukovje nad S. 16 D"
7810,VE 6000 - NOVO MESTO,VO 6007 - SEVNICA,38,"Podgorje - Janez Podlesnik, Podgorje ob S. 17 B"
7919,VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,7,"Zvonka Dečman, Lahomšek 4"
8048,VE 6000 - NOVO MESTO,VO 6009 - LITIJA,8,"ZD Litija, Partizanska p. 8a"
8057,VE 6000 - NOVO MESTO,VO 6009 - LITIJA,17,"DK Konjšica, Konjšica - del 14"
8062,VE 6000 - NOVO MESTO,VO 6009 - LITIJA,22,"GD Štangarske Poljane, Štang. Poljane 1a"
8070,VE 6000 - NOVO MESTO,VO 6009 - LITIJA,30,"DK Gradišče, Gradišče-K. o. Št. Lovrenc 10"
8174,VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,2,"DRUŠTVO UPOKOJENCEV HRASTNIK, N.A. Kaple 6a"
8181,VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,9,"OŠ NH RAJKA HRASTNIK, PODRUŽNICA DOL PRI HRASTNIK"
8182,VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,10,"OŠ NH RAJKA HRASTNIK, PODRUŽNICA DOL PRI HRASTNIKU"
8194,VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,22,"Delavski Dom Trbovlje, Trg svobode 11a, avla doma"
8197,VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,25,"Dom upokojencev Franc Salamon, Kol.1.maja 21"
8204,VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,32,"ŠD Rudar, Rudarska cesta 6, vhod spodaj"
8206,VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,34,"Osnovna šola Trbovlje, Mestni trg 6, telovadnica"
8326,VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,21,"hiša Sotenšek Doroteje, Jesenovo 31, Čemšenik"
8337,VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,35,"PGD Padež, Padež 1, Podkum"
8338,VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,36,"Športno društvo Šklendrovec, ID 1889-1019, Podkum"
8434,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,1,"KD B.ob Sotli, B. ob Sotli 9, 3256 B. ob Sotli"
8435,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,2,"GD Buče, Vr. Gorca 4a, 3255 Buče"
8438,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,5,"DK Osredek, Osr./Podsredi 19a, 3257 Podsreda"
8443,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,10,"DKG Polje ob Sotli,  Polje ob Sotli 4, 3255 Buče"
8444,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,11,"TPOŠ Pristava, Pr./Mestinju 27, 3253 Pr./Mestinju"
8448,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,15,"Rusl Jožef, Brestovec 1, 3250 Rog. Slatina"
8449,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,16,"Debelak Marija, Topole 26, 3250 Rog. Slatina"
8450,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,17,"Kovačič Marija, Kamence 24, 3250 Rog. Slatina"
8451,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,18,"GD, Prvomajska ul.15a, 3250 Rog. Slatina "
8452,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,19,"II.OŠ Rog. Sl., Ul. Kozj. odr. 4,3250 Rog.Slatina"
8453,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,20,"Golub Zvonimir, Sp. Negonje 18, 3250 Rog. Slatina"
8454,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,21,"I.OŠ Rog. Sl., Kidričeva ul. 24,3250 Rog. Slatina"
8455,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,22,"Servis Žgajner, Sp. Sečovo 14, 3250 Rog. Slatina"
8456,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,23,"Vrtni center, Cer. p. Bočem 22a,3250 Rog. Slatina"
8457,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,24,"GD PGD Steklarna, Ul. talcev 1, 3250 Rog. Slatina"
8458,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,25,"KC Rog. Slatina, Celjska c. 3a, 3250 Rog. Slatina"
8459,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,26,"OŠ Sv. Florijan, Sv Florijan 60,3250 Rog. Slatina"
8460,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,27,"POŠ Dobovec, Dob./Rogatcu 35c, 3252 Rogatec"
8463,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,30,"Marjan Petauer, Dol/Pristavi 2b,3253 Pr./Mestinju"
8464,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,31,"GKD Kristan vrh, Kristan Vrh 53a, 3241 Podplat"
8467,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,34,"DKG Sl. Gora, Sl. Gora 3c, 3240 Šm./Jelšah"
8468,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,35,"GD Sv. Štefan, Sv. Štefan 51, 3264 Sv. Štefan"
8472,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,39,"KD Šm./Jelšah, Aškerčev trg 20, 3240 Šm./Jelšah"
8473,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,40,"VD na Tinskem pri igrišču, bš, 3223 Loka/Žusmu"
8474,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,41,"GD Zibika, Zibika 4a, 3253 Prist/Mestinju"
8475,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,42,"GD Šm./Jelšah, Obrtniška ul. 4, 3240 Šm./Jelšah"
8476,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,43,"Anderlič Bojan, Dragomilo 11, 3240 Šm./Jelšah"
8477,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,44,"Martin Stoklas, Dvor 14, 3240 Šm./Jelšah"
8478,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,45,"Fajs Damjan, Senovica 39, 3240 Šm./Jelšah"
8479,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,46,"Lorger Sabina, Vrh 16, 3240 Šm./Jelšah"
8480,VE 7000 - MARIBOR,VO 7001 - ŠMARJE PRI JELŠAH,47,"Orač Martin bivša trg., Ješovec 7, 3240 Šm./Jelšah"
8579,VE 7000 - MARIBOR,VO 7002 - SLOVENSKA BISTRICA,4,"Tirgot, KS Impol, Levstikova ul. 2"
8584,VE 7000 - MARIBOR,VO 7002 - SLOVENSKA BISTRICA,9,"Srednja šola, Ul. Dr. Jožeta Pučnika 21"
8596,VE 7000 - MARIBOR,VO 7002 - SLOVENSKA BISTRICA,24,"Avguštin Zdenka, Tinjska Gora 10"
8608,VE 7000 - MARIBOR,VO 7002 - SLOVENSKA BISTRICA,45,"Prostori društva za šport Žabljek, Žabljek b.š."
8617,VE 7000 - MARIBOR,VO 7002 - SLOVENSKA BISTRICA,57,"Vrabič Gabrijel, Varoš 34"
8621,VE 7000 - MARIBOR,VO 7002 - SLOVENSKA BISTRICA,61,"Skledar Štefka, Štatenberg 66a"
8622,VE 7000 - MARIBOR,VO 7002 - SLOVENSKA BISTRICA,62,"Športna dvorana Milenij, Ul. Poh. bataljona 19"
8730,VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,1,"Dom krajanov Bezina, Strtenik 12a, Slov. Konjice"
8731,VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,2,"Dom krajanov v Gaju, Vešenik 7c, Slov. Konjice"
8733,VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,4,"Pisarna KS Konjiška vas, K. vas 6a, Slov. Konjice"
8737,VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,8,"GOSTIŠČE ULIPI, ZEČE 35, SLOV. KONJICE"
8738,VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,9,"Dom krajanov Draža vas, D. vas 38a, Loče"
8740,VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,11,"Dom krajanov Jernej, Sv. Jernej 19, Loče"
8742,VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,13,"Dom krajanov Zbelovo, Zbelovo 30a, Loče"
8743,VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,14,"Dom krajanov, Sp. Grušovje 30, Slov. Konjice"
8744,VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,15,"Dom krajanov Tepanje, Tepanje 23, Slov. Konjice"
8745,VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,16,"DVORANA KONJIČANKA, STARI TRG 41, SLOV. KONJICE"
8746,VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,17,"OŠ Pod goro, Šolska ul. 3, Slov. Konjice"
8747,VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,18,"Kulturni dom, Mestni trg 4, Slov. Konjice"
8753,VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,27,"Občina Vitanje, Grajski trg 1, Vitanje"
8758,VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,32,"Center Noordung, Na vasi 18, Vitanje"
8759,VE 7000 - MARIBOR,VO 7003 - SLOVENSKE KONJICE,33,"Zeleni apartma, Loška gora pri Zrečah 39, Zreče"
8878,VE 7000 - MARIBOR,VO 7004 - RUŠE,22,"DLO Duh, Sv. Duh na Ostr. vrhu 47"
8979,VE 7000 - MARIBOR,VO 7005 - MARIBOR 1,3,"Vrtec Borisa Pečeta, enota Bresternica, Na Gaj 4"
8982,VE 7000 - MARIBOR,VO 7005 - MARIBOR 1,8,"Vrtec Studenci, enota Pekre, Bezjakova ul. 2"
8983,VE 7000 - MARIBOR,VO 7005 - MARIBOR 1,9,"Vrtec Studenci, enota Pekre, Bezjakova ul. 2"
8992,VE 7000 - MARIBOR,VO 7005 - MARIBOR 1,22,"Vaški dom Loka, Loka pri Framu 13"
9229,VE 7000 - MARIBOR,VO 7007 - MARIBOR 3,2,"Občina Duplek, Trg slovenske osamosvojitve 1"
9463,VE 7000 - MARIBOR,VO 7009 - MARIBOR 5,13,"OŠ borcev za severno mejo, Borcev za sev.mejo 16"
9569,VE 7000 - MARIBOR,VO 7010 - MARIBOR 6,9,"OŠ Tabor I, Ul. A. Tovornika 21"
9570,VE 7000 - MARIBOR,VO 7010 - MARIBOR 6,10,"ZD Nova vas, C. prol. brigad 71"
9573,VE 7000 - MARIBOR,VO 7010 - MARIBOR 6,14,"OŠ Tabor I, Ul. A. Tovornika 21"
9682,VE 7000 - MARIBOR,VO 7011 - MARIBOR 7,13,"OŠ borcev za sev. mejo, Borcev za sev. mejo 16"
9785,VE 8000 - PTUJ,VO 8001 - LENDAVA,4,"Črenšovci I,Kulturna dvorana, Ul. Prekm. čete 23"
9793,VE 8000 - PTUJ,VO 8001 - LENDAVA,12,"Gasilski dom, Pince, Lendavska cesta 45"
9794,VE 8000 - PTUJ,VO 8001 - LENDAVA,13,"Dolina - stara šola, Dolina, Glavna ul. 5"
9796,VE 8000 - PTUJ,VO 8001 - LENDAVA,15,"Petišovci I, gasilski dom, Rudarska ul. 24"
9797,VE 8000 - PTUJ,VO 8001 - LENDAVA,16,"Petišovci II, gasilski dom, Rudarska ul. 24"
9798,VE 8000 - PTUJ,VO 8001 - LENDAVA,17,"Večnam. objekt, Lendavske Gorice 222 (vaški dom)"
9799,VE 8000 - PTUJ,VO 8001 - LENDAVA,18,"Večnam. objekt, Lendavske Gorice 222 (vaški dom)"
9805,VE 8000 - PTUJ,VO 8001 - LENDAVA,24,"Mostje - NK Mostje, Mostje brez hš."
9806,VE 8000 - PTUJ,VO 8001 - LENDAVA,25,"DOŠ, Genterovci, Šolska ul.2"
9812,VE 8000 - PTUJ,VO 8001 - LENDAVA,31,"Stara šola Gornji Lakoš, G.Lakoš,Glavna ul.61"
9813,VE 8000 - PTUJ,VO 8001 - LENDAVA,32,"Vaški dom, Dolnji Lakoš, Gasilska ul. 1"
9815,VE 8000 - PTUJ,VO 8001 - LENDAVA,34,"Stara šola Kapca, Kapca, Glavna ul.6"
9816,VE 8000 - PTUJ,VO 8001 - LENDAVA,35,"Vaški dom Kot, Kot, Mlinska ulica 21"
9818,VE 8000 - PTUJ,VO 8001 - LENDAVA,37,"Odranci I, Vaški dom Odranci, Panonska ul.33"
9819,VE 8000 - PTUJ,VO 8001 - LENDAVA,38,"Odranci II, Vaški dom Odranci, Panonska ul.33"
9820,VE 8000 - PTUJ,VO 8001 - LENDAVA,39,"Odranci III, Vaški dom Odranci, Panonska ul.33"
9824,VE 8000 - PTUJ,VO 8001 - LENDAVA,43,"Turnišče I, Občina Turnišče, Ul. Št. Kovača 73"
9825,VE 8000 - PTUJ,VO 8001 - LENDAVA,44,"Dobrovnik II, DOŠ Dobrovnik,Dobrovnik 266j"
9826,VE 8000 - PTUJ,VO 8001 - LENDAVA,45,"Benica, zadružni dom, Pince Marof 30"
9827,VE 8000 - PTUJ,VO 8001 - LENDAVA,46,"Črenšovci II,Kulturna dvorana, Ul. Prekm. čete 23"
10087,VE 8000 - PTUJ,VO 8003 - LJUTOMER,20,"MORAVCI V SL. GOR.-BIOTERME, Moravci v Sl. gor.34b"
10199,VE 8000 - PTUJ,VO 8004 - MURSKA SOBOTA 1,8,"Vaško-kulturni dom Topolovci, Topolovci b.š."
10208,VE 8000 - PTUJ,VO 8004 - MURSKA SOBOTA 1,17,"Vaško-gasilski dom Gederovci, Gederovci b.š."
10210,VE 8000 - PTUJ,VO 8004 - MURSKA SOBOTA 1,19,"Vaško-gasilski dom Mur.Petrovci, Mur. Petrovci 24"
10211,VE 8000 - PTUJ,VO 8004 - MURSKA SOBOTA 1,20,"Vaško-gasilski dom Sodišinci, Sodišinci b.š."
10213,VE 8000 - PTUJ,VO 8004 - MURSKA SOBOTA 1,22,"Športni center Košarovci, Košarovci b.š."
10235,VE 8000 - PTUJ,VO 8004 - MURSKA SOBOTA 1,45,"Vaško-gasilski dom Dol.Slaveči, Dol. Slaveči 50"
10397,VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,1,"Beltinci I, KD Beltinci, Ul. Štefana Kovača 1a"
10398,VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,2,"Beltinci II, KD Beltinci., Ul. Štefana Kovača 1a"
10410,VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,14,"Moravske Toplice I, Gasilski dom, Dolga ul. 63"
10411,VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,15,"Moravske Toplice II, Gasilski dom, Dolga ul. 223"
10423,VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,27,"Vaški dom Rakičan, Rakičan, Zvezna ul. 4"
10424,VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,28,"MČ CENTER I, PIŠK M.Sobota, Zvezna ulica 10"
10425,VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,29,"MČ CENTER II, PIŠK M.Sobota, Zvezna ulica 10"
10426,VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,30,"MČ CENTER III, LU M.Sobota, Slomškova ulica 33"
10427,VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,31,"MČ CENTER IV, LU M.Sobota, Slomškova ulica 33"
10430,VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,34,"MČ PARK I, OŠ I M.Sobota, Ul. Štefana Kovača 32"
10431,VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,35,"MČ PARK II, OŠ I M.Sobota, Ul. Štefana Kovača 32"
10433,VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,37,"MČ PARTIZAN II, OŠ III,M.Sobota,Trstenjakova u.73"
10434,VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,38,"MČ TUROPOLJE I, OŠ II, M.Sobota,Cankarjeva ul. 91"
10435,VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,39,"MČ TUROPOLJE II, OŠ II M.Sobota,Cankarjeva ul. 91"
10540,VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,10,"Osnovna šola G. RADGONA, Prežihova ul. 1 - VHOD1"
10541,VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,11,"Osnovna šola G. RADGONA, Prežihova ul. 1 - VHOD3"
10555,VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,25,"Sv. JURIJ OB ŠČ., Bratka Krefta 14 - Stara občina"
10667,VE 8000 - PTUJ,VO 8007 - LENART,13,"Avla Občine Lenart, Trg osvobod. 7"
10668,VE 8000 - PTUJ,VO 8007 - LENART,14,"Center Slovenskih goric, Trg osvobod. 9"
11063,VE 8000 - PTUJ,VO 8010 - PTUJ 2,1,"Magistrat, Spr. pisarna, Mestni trg 1"
11064,VE 8000 - PTUJ,VO 8010 - PTUJ 2,2,"OŠ Olge Meglič, Telovadnica, Prešernova ul. 29"
11065,VE 8000 - PTUJ,VO 8010 - PTUJ 2,3,"Vrtec Ptuj, Enota Mačice, Potrčeva c. 9a"
11066,VE 8000 - PTUJ,VO 8010 - PTUJ 2,4,"Vrtec Ptuj, Enota Mačice, Potrčeva c. 9a"
11073,VE 8000 - PTUJ,VO 8010 - PTUJ 2,11,"Vrtec Ptuj, Enota Mačice, Potrčeva c. 9a"
11208,VE 8000 - PTUJ,VO 8011 - PTUJ 3,21,"Dvorana Lovrenc na Dr. p., Lovrenc na Dr. p. 8"
11221,VE 8000 - PTUJ,VO 8011 - PTUJ 3,37,"GD Medvedce, Medvedce 19a"
